date,timestamp_ns,count,alert
2025-12-05,00:00:000,236.809,
2025-12-05,00:00:416,236.702,
2025-12-05,00:00:833,237.497,
2025-12-05,00:01:250,237.959,
2025-12-05,00:01:666,237.786,
2025-12-05,00:02:083,237.738,
2025-12-05,00:02:500,237.866,
2025-12-05,00:02:916,239.784,
2025-12-05,00:03:333,239.070,
2025-12-05,00:03:750,238.892,
2025-12-05,00:04:166,238.041,
2025-12-05,00:04:583,237.050,
2025-12-05,00:05:000,234.443,
2025-12-05,00:05:416,234.259,
2025-12-05,00:05:833,236.121,
