date,timestamp,count,alert
2025-12-05,0.0,2113.809,
2025-12-05,0.417,2114.236,
2025-12-05,0.833,2114.745,
2025-12-05,1.25,2115.124,
2025-12-05,1.667,2115.196,
2025-12-05,2.083,2115.221,
2025-12-05,2.5,2115.420,
2025-12-05,2.917,2115.884,
2025-12-05,3.333,2116.012,
2025-12-05,3.75,2115.904,
2025-12-05,4.167,2115.803,
2025-12-05,4.583,2115.380,
2025-12-05,5.0,2115.075,
2025-12-05,5.417,2115.376,
2025-12-05,5.833,2116.013,
